id,premise,hypothesis,label,attacked_hypothesis,generator
2003,응답자 절반 가까이가 전공에 만족하지 못했다.,전공에 만족하지 못하는 응답자는 절반 가까이 되었다.,0,응답자의 거의 절반이 전공에 대해 만족스럽지 않다고 답했다.,clova
2004,아울러 사회적 연대와 소득재분배 기능을 강화하고자 상대적으로 여력이 있는 초고소득자에 대한 소득세율을 인상해 과세형평 제고를 위한 노력도 지속할 방침이다.,과세형평을 높이기 위해 저소득자에 대한 소득세율을 인상할 방침이다.,2,저소득자의 소득세를 올리는 것으로 과세 형평성을 증진하려는 계획이다.,clova
2005,감히 어느편에도 설수없는 얽히고 섥힌 욕망과 감정의 스토리를 훌륭히 표현한 영화,훌륭히 스토리를 표현한 영화.,0,영화를 통해 이야기를 탁월하게 그려낸 작품.,clova
2006,역시 멋진 예술 작품은 많은 사람들에게 감동을 주죠.,멋진 예술 작품이라도 사람들에게 감동을 줄 순 없죠.,2,아름다운 예술품이라 해도 사람들로부터 감동을 이끌어낼 수는 없습니다.,clova
2007,그리고 무엇보다 호스트인 리가가 정말 좋았어요.,리가의 숙소도 만족스러웠어요.,1,리가에 위치한 숙소는 매우 흡족했어요.,clova
2008,2016년 초중고 학생 1인당 월평균 사교육비는 25만 6천원으로 전년 대비 1만 2천원 증가한 것으로 나타났다.,2017년 초중고 학생 1인당 월평균 사교육비도 증가할 것으로 보인다.,1,2017년의 초·중·고교생 개인별 월평균 사교육비는 늘어날 전망으로 예상된다.,clova
2009,여배우 두분의 절실한 호흡이 돋보이는 영화였습니다.,여배우가 두 명 이상 출연한 영화.,0,두 명의 여배우 이상이 등장한 작품.,clova
2010,영국과 일본 등은 전동차의 부품을 관리하면서 노후화에 철저히 대비하고 있기 때문이다.,영국은 전동차의 노후화에 철저히 대비하고 있다.,0,영국은 전기열차의 노화 문제에 대해 빈틈없이 준비 중이다.,clova
2011,"소비자들이 외국산을 꺼리는 이유는 농약과 방부제 우려인데, 국산은 장기 운송이 필요하지 않아, 나무에서 노랗게 익은 바나나를 수확할 수 있는 장점이 있다.",국산은 전혀 농약과 방부제를 쓰지 않는 장점이 있다.,1,국내산 제품은 농약이나 방부제 사용이 없다는 이점을 가진다.,clova
2012,이들은 언어변화를 지배하는 법칙의 일관성을 굳게 믿었으며 이것은 인간의 힘으로 통제할 수 없는 것이라고 생각했다.,이들은 언어변화를 절대적이고 일관성이 있는 규칙이 있음을 주장했다.,1,그들은 언어 변화에 대해 절대로 흔들리지 않는 규칙들이 존재한다고 주장하였다.,clova
2013,피에르가 대성당에서 쇳조각을 발견했을 때 그러한 의심을 품은 사람 가운데 한 사람이 바로 아데마르 주교였다.,의심을 품은 사람은 피에르다.,2,피에르는 의심하는 사람이다.,clova
2014,정부는 생계급여 부양의무자 기준 폐지시 생계 곤란을 겪는 약 33만6000만명이 새로 생계급여를 지원 받을 것으로 추정하고 있다.,생계급여 부양의무가 기준 폐지시 생계 곤란을 겪는 사람은 존재하지 않는다.,2,생계급여 부양 의무를 없앨 경우 생계가 어려운 사람이 없어진다.,clova
2015,그래서 지금 한미 간에 한반도의 완전한 비핵화를 추진해 나가는 이런 과정에서 전혀 무슨 다른 입장이 없습니다.,다른 입장이 없어서 한반도의 완전한 비핵화 추진은 더욱 가속화 될 것입니다.,1,반대 의견이 없으므로 한반도에서의 완전 비핵화를 추진하는 속도가 더 빨라질 전망입니다.,clova
2016,지하철역에서 접근하기 좋은 아파트였습니다.,지하철역에서 아파트까지 접근하기 좋았습니다.,0,아파트로의 접근이 용이했던 곳이 바로 그 지하철역이었습니다.,clova
2017,기대이상의 공포 하지만 아쉬운 마무리,공포스럽지 않은 마무리.,1,마무리가 두려워할 만큼 끔찍하지 않다.,clova
2018,스토리가 좀 더 고프지만 연출 부분에선 만족.,연출 부분은 좀 아쉽다.,2,연출 측면이 다소 미흡하다.,clova
2019,사랑에 관한 다큐멘터리를 찍는 감독 은석은 조감독 민수가 찍어온 비디오테이프에서 영희를 본다.,은석이 찍는 다큐멘터리는 사랑에 관한 것이다.,0,은석이가 촬영하는 다큐멘터리의 주제는 사랑이다.,clova
2020,"장성택의 최측근이 중국에 체류 중이며, 한국, 혹은 제3국에 망명을 요청했다는 내용이 5일 알려졌다.",장성택의 최측근이 일본에 체류 중이라고 알려졌다.,2,일본에는 현재 장성택의 최측근이 머물고 있다는 소식이 전해졌다.,clova
2021,척에게 버림받은 블레어는 혼자 유럽 여행을 떠나고 거기서 마커스라는 사람과 만나게 된다.,블레어는 척과 함께 여행을 떠난다.,2,"블레어가 동반하는 사람은 척으로, 그들과 같이 여정을 시작하였다.",clova
2022,밤을 무서워하는 팀은 종종 다른 고아원 아이들에게 놀림감이 되기 일쑤다.,다른 고아원 아이들은 밤을 전혀 무서워하지 않는다.,1,다른 고아원에 있는 아이들은 밤에 대해 전혀 두려워하지 않는다.,clova
2023,"2016년 노벨 화학상은 장 피에르 소바주, 프레이저 슈토다르트, 버나드 페링하 교수 3명에게 돌아갔다.",2016년 노벨 화학상을 받은 사람은 장 피에르 소바주 교수뿐이다.,2,2016년도 노벨화학상 수상자는 오직 장 피에르 소바주 교수라는 점만이 확실하다.,clova
2024,집도 너무 깨끗하고 숙소 내 보안도 철처합니다.,집 주변이 너무 더럽습니다.,2,집 주변의 청결 상태가 매우 나쁩니다.,clova
2025,많이 주면 별 두개 반 정도 될 듯.,별을 많이 줘야 하는 듯.,1,별점을 후하게 주어야 할 것 같다.,clova
2026,"이 중 전북 군산시 무녀도는 오토 캠핑장, 선유도 짚라인, 바지락 채취 등을 통해 각종 체험을 즐길 수 있다.",군산시 무녀도는 경상북도에 위치해있다.,2,경상북도에는 군산시 무녀도가 자리잡고 있다.,clova
2027,자칫 생명을 잃을 수도 있는 아찔한 상황이었다.,생명을 잃지는 않았다.,0,목숨은 아직 남아 있다.,clova
2028,이같은 상황으로 민유라가 황실에 들어온 이유가 표 부장에게 복수를 하기 위해서였다는 게 밝혀졌다.,민유라가 황실에 들어온 이유는 표 부장과 관련이 없다.,2,민유라의 황실 입성은 표 부장과의 연관성이 없다는 것이다.,clova
2029,시카고의 건축가 샘 볼드윈은 암으로 아내를 잃은 후 상심에 쌓여 아들 조나와 함께 시애틀로 이주한다.,샘 볼드윈은 시카고로 이주한다.,2,샘 볼드윈이 시카고로의 이주를 한다.,clova
2030,의료지원 확대에서는 기존에 동일 상병인 경우 2년 이내에 재지원할 수 없었으나 제한기간을 완화해 3개월이 경과하면 재지원이 가능하도록 개선한다.,같은 상병인 경우 3개월이 경과하면 재지원이 가능하게 한 것은 의료지원 축소이다.,2,같은 상병에 대해 3개월이 지나면 다시 지원할 수 있게 만든 정책은 결국 의료지원 축소를 의미한다.,clova
2031,"국회에서는 원내대표단이 만나서 정국을 풀기 위해 노력했지만, 가시적인 성과를 내기는 어려울 것으로 보입니다.",국회의 노력에 힘입어 가시적인 성과가 날 것으로 보입니다.,2,국회의 노고로 인해 눈에 띄는 결과가 예상됩니다.,clova
2032,손흥민 선수는 상대 골키퍼가 나와 있는 틈을 타 주세종 선수의 긴 패스를 받아 침착하게 골을 넣었다.,손흥민 선수는 항상 누군가의 어시스트 없이 골을 넣었다.,2,손흥민 선수가 득점할 때는 언제나 타인의 도움 없이 스스로 해결하였다.,clova
2033,다음번에 꼭 다시 들를 수 있기를 바라요.,다시는 오고 싶지 않아요.,2,다시는 방문하고 싶지 않습니다.,clova
2034,오카다 마사키는 풋풋한 멜로에 정말 잘어울리는듯하다.,오카다 마사키는 풋풋한 멜로와는 잘 어울리지 않는다.,2,오카다 마사키가 풋풋한 멜로물에는 적합하지 않다.,clova
2035,"어느 날, 교내에 사복경찰이 들이닥쳤다는 소식을 용호에게 미처 전해 듣지 못한 경민은 경찰에게 체포되어 강제 입대를 하게 된다.",경찰은 경민을 체포하여 입대시킨다.,0,경찰이 경민을 붙잡아 군대에 입소시켰다.,clova
2036,개항기의 역사를 품고 있는 동인천역에서 10분을 걸으면 나오는 배다리 헌책방 거리가 나온다.,동인척역에서 배다리 헌책방 거리까지는 차타고 10분 걸린다.,2,차량을 이용하면 동인천역에서 배다리 헌책방 거리가 약 10분 정도 소요된다.,clova
2037,집 밖에서 네프는 니노가 오기를 기다렸다가 집 안으로 들어가지 말고 대신 롤라에게 가라고 설득한다.,네프는 집 안으로 들어가서 니노를 만난다.,2,네프가 집 안에 들어가니 니노와 조우한다.,clova
2038,"하지만 조선민주주의인민공화국 사회의 폐쇄성과 장성택 전 부위원장이 이미 사형이 집행된 것을 고려하면, 진실은 영원히 밝혀지지 않을 것으로 보인다.",진실을 밝히기 위해 끊임없이 노력해야 한다.,1,진리를 드러내기 위하여 쉬지 않고 애써야 합니다.,clova
2039,자세한 내용은 4월 8일 오전 11시에 목포시의회 소회의실에서 목포해상케이블카 대표이사가 직접 기자회견을 통해 설명할 예정이라고 밝혔다.,자세한 내용은 목포해상케이블카 대표이사를 통해 들을 수 있다.,0,목포 해상 케이블카 대표이사로부터 자세한 내용을 확인할 수 있다.,clova
2040,노사는 이날 임금협약을 통해 공공기관 예산편성지침 등 정부의 임금인상 가이드라인을 준수키로 합의했다.,노사는 아직 합의 내용에 관해 첨예한 대립을 하고 있다.,2,노사가 여전히 합의 내용 관련해 날카로운 의견 차이를 보이고 있다.,clova
2041,카호의 사랑스러운 모습이 너무도 눈부시다.,카호의 사랑스러운 모습에 눈을 질끔 감았다.,1,카호의 너무나도 매력적인 모습을 보고 차마 눈 뜨고 볼 수가 없었다.,clova
2042,이런 영화는 단체관람해야 더 잼있는데.,10인 이상 단체관람을 해야 더 재밌다.,1,10명 이상의 단체가 함께 관람해야 더욱 즐겁다.,clova
2043,배우들의 한창때 모습 보는 것 외엔 없다.,배우들의 모습을 아예 볼 수 없다.,2,배우들을 전혀 관찰할 기회가 없다.,clova
2044,진짜 구성 연출 연기 스토리 모든면에서 경악스러웠다.,배우들도 별로였다.,1,연기자들 또한 만족스럽지 않았다.,clova
2045,영화관에서 관람도중에 나왔던 첫영화입니다,영화관 관람 도중에 무언가 나왔습니다.,2,영화관에서 상영 중 예상 못한 일이 발생했습니다.,clova
2046,영화보는 내내 감정이 오묘해지는게 슬프더라구요.,보는 내내 묘하게 슬픈 감정을 느꼈어요.,0,보는 동안 계속 어떤 슬픔 같은 감정이 느껴졌네요.,clova
2047,셰이딩은 그림자의 배치와 물체의 명암을 표현하기 위해 종이 위 색조의 특성을 변화시키는 기술이다.,쉐이딩은 사람 얼굴의 명암을 표현하기 위한 화장법이다.,1,사람의 안면에 명암을 나타내는 화법으로 쉐이딩 기법이 있다.,clova
2048,이날 행사에서 삼성은 50년 역사의 발자취를 소개하고 끊임없는 혁신을 통해 누구나 기술의 혜택을 누릴 수 있도록 한 단계 더 도약하겠다는 의지를 밝혔다.,이날 행사는 삼성의 50주년 기념 행사였다.,1,이 날 열린 행사는 삼성 창립 50주년을 맞이하여 진행된 기념식이었습니다.,clova
2049,이렇게 상황이 바쁘게 돌아가자 미래한국당 대표 원유철이 미래한국당 당선자들을 모아 간담회와 의원총회를 열었다.,이렇게 상황이 바쁘게 돌아감에도 미래한국당은 어떠한 행동도 취하지 않았다.,2,미래통합당은 급박한 상황 속에서도 아무런 대응조차 하지 않았다.,clova
2050,대부분의 관광지와 가깝고 교통도 편리합니다.,대부분의 관광지는 멀리 떨어져 있습니다.,2,대부분의 명소는 거리가 멉니다.,clova
2051,한 시간 안에 이런 감동과 여운을 줄 수 있다,감동과 여운은 한 시간 안에 줄 수 있다.,0,감동과 여운은 단 한 시간 내에도 충분히 선사할 수 있다.,clova
